Nazev;Autor;Spoluautori;DruhPublikace;Deponovano;SystemoveCislo;EvidencniCisloFEL;EvidencniCisloOddeleni;CarovyKod;PocetStran;Vydani;RokVydani;Vydavatel;ZemeVydani;ISBNorISSN;CisloCasopisu;RocnikCasopisu;Konference;Cena;KlicovaSlova;Poznamka;Vlozeno;ZapujcenoKomu;ZapujcenoOd;ZapujcenoDo;FormType;IntStatus;Extra3;Extra4;Extra5;StsCheck;StsUK;
Simulating Depth Measuring Sensors for Autonomous Learning and Beachmarking;Jašek, Otakar;;Dip.Th.;Katedra;;;DT-2018-0013;;49;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Terrain Classification and Traversability Assessment from Exteroceptive Data;Prágr, Miloš;;Dip.Th.;Katedra;;;DT-2018-0014;;61;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Robust Visual Heart Rate Estimation;Špetlík, Radim;;Dip.Th.;Katedra;;;DT-2018-0015;;52;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Semantic Sentence Similarity for Intent Recognition Task;Brich, Tomáš;;Dip.Th.;Katedra;;;DT-2018-0016;;54;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Enegry Optimization of Robotic Cell with Single Robot and m Machines;Chmel, Jakub;;Dip.Th.;Katedra;;;DT-2018-0017;;50;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Vizuální Odometrie pro Dynamickou Rekonstrukci Obrazu;Pivoňka, Tomáš;;Dip.Th.;Katedra;;;DT-2018-0018;;57;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
3D Sémantická Segmentace RGBD Dat Pomocí Hlubokých Konvolučních Neuronových Sítí;Hobza, Martin;;Dip.Th.;Katedra;;;DT-2018-0019;;31;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Relative Localozation of Helicopters from an Onboard Camera Image Using Neural Network;Vrba, Matouš;;Dip.Th.;Katedra;;;DT-2018-0020;;54;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Processing of Radiation Data from the Timepix Sensor on the VZLUSAT-1 Satellite;Jílek, Martin;;Dip.Th.;Katedra;;;DT-2018-0021;;76;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Visual Functional Testing of Electronic System;Paštyka, Jan;;Dip.Th.;Katedra;;;DT-2018-0022;;62;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Computational Detection of Pathway for Flexible Ligands in Protein Structures;Jankovec, Tom;;Dip.Th.;Katedra;;;DT-2018-0023;;66;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Remote Control Touch Panel for Thermal Smart Camera;Marek, Jan;;Dip.Th.;Katedra;;;DT-2019-0001;;54;1;2019;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.08.2019;VOLNÁ;;;;;;;;;;
Risk-Aware Autonomous Driving via Reinforcement Learning;Petrova, Olga;;Dip.Th.;Katedra;;;DT-2019-0002;;53;1;2019;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.08.2019;VOLNÁ;;;;;;;;;;
Localization of Mobile Robots Using Multiple Sensors;Nováček, David;;Dip.Th.;Katedra;;;DT-2019-0003;;49;1;2019;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.08.2019;VOLNÁ;;;;;;;;;;
Development of a Method for Flexible Load Management of Charging Points for E-Mobility;Tang, Yiyao;;Dip.Th.;Katedra;;;DT-2019-0004;;00;1;2019;ČVUT Praha - FEL;ČR;;;;;;Pouze El.;vč. CD;05.08.2019;VOLNÁ;;;;;;;;;;
Hierarchical Model Predictive Control for the Dynamic Power Split of a Fuel Cell Hybrid Vehicle;Kloser, Daniel;;Dip.Th.;Katedra;;;DT-2019-0005;;00;1;2019;ČVUT Praha - FEL;ČR;;;;;;Pouze El.;vč. CD;05.08.2019;VOLNÁ;;;;;;;;;;
Edge Detection and 3D Reconstruction Based on the Shape-from-Focus;Cmíral, Jakub;;Dip.Th.;Katedra;;;DT-2019-0006;;51;1;2019;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.08.2019;VOLNÁ;;;;;;;;;;
Simulink External Mode for Rapid Prototyping Platform;Nejedlý, Jakub;;Dip.Th.;Katedra;;;DT-2019-0007;;40;1;2019;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.08.2019;VOLNÁ;;;;;;;;;;
Deep Neural Networks in Embedded Systems;Zelenskyy, Mykhaylo;;Dip.Th.;Katedra;;;DT-2019-0008;;61;1;2019;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.08.2019;VOLNÁ;;;;;;;;;;
MPC Based Control Algorithms for Vehicle Control;Cibulka, Vít;;Dip.Th.;Katedra;;;DT-2019-0009;;71;1;2019;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.08.2019;VOLNÁ;;;;;;;;;;
Distributed Position Sensor Based on a Matrix of Lights Detectors;Trejbal, Jan;;Dip.Th.;Katedra;;;DT-2019-0010;;45;1;2019;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.08.2019;VOLNÁ;;;;;;;;;;
Vessel Detection and Red Blood Cells Velocity Estimation Algorithm for Microcirculation Analysis;Kočiš, Petr;;Dip.Th.;Katedra;;;DT-2019-0011;;89;1;2019;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.08.2019;VOLNÁ;;;;;;;;;;
Analysis of Sleep as Android Application User's Sleep;Domankuš, Miroslav;;Dip.Th.;Katedra;;;DT-2019-0012;;57;1;2019;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.08.2019;VOLNÁ;;;;;;;;;;
All-Speed Long-Term Tracker Exploiting Blur;Rozumnyi, Denys;;Dip.Th.;Katedra;;;DT-2019-0013;;49;1;2019;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.08.2019;VOLNÁ;;;;;;;;;;
Propabilistic Model for Land Cover Type Recognition in Temporal Sequences of Satellite Images;Španěl, Martin;;Dip.Th.;Katedra;;;DT-2019-0014;;27;1;2019;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.08.2019;VOLNÁ;;;;;;;;;;
Data Augmentation for Neural Networks Training;Vobecký, Antonín;;Dip.Th.;Katedra;;;DT-2019-0015;;140;1;2019;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.08.2019;VOLNÁ;;;;;;;;;;
Nestabilita Efektivni Konektivity Uvnitř Epileptogenní Sítě;Svobodová,Lenka;;Dip.Th.;Katedra;;;DT-2020-0001;;61;1;2020;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;03.06.2020;VOLNÁ;;;;;;;;;;
Manipulation Using a Compliant Robot;Čermák,Jan;;Dip.Th.;Katedra;;;DT-2020-0002;;56;1;2020;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;03.06.2020;VOLNÁ;;;;;;;;;;
Vývoj Robotickej Bunky pre Manipulaciu a Obrábanie Plastových Rúr;Hajdúšek,Lukáš;;Dip.Th.;Katedra;;;DT-2020-0003;;96;1;2020;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;03.06.2020;VOLNÁ;;;;;;;;;;
Self-Supervides Optical Flow Learning;Novák,Tomáš;;Dip.Th.;Katedra;;;DT-2020-0004;;57;1;2020;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;03.06.2020;VOLNÁ;;;;;;;;;;
Long-Term Person Re-Indetification In Video;Tichá,Martina;;Dip.Th.;Katedra;;;DT-2020-0005;;46;1;2020;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;03.06.2020;VOLNÁ;;;;;;;;;;
