Nazev;Autor;Spoluautori;DruhPublikace;Deponovano;SystemoveCislo;EvidencniCisloFEL;EvidencniCisloOddeleni;CarovyKod;PocetStran;Vydani;RokVydani;Vydavatel;ZemeVydani;ISBNorISSN;CisloCasopisu;RocnikCasopisu;Konference;Cena;KlicovaSlova;Poznamka;Vlozeno;ZapujcenoKomu;ZapujcenoOd;ZapujcenoDo;FormType;IntStatus;Extra3;Extra4;Extra5;StsCheck;StsUK;
RRT-Path Method Used for Cooperative Surveillance by Group of Helicopters;Račinský, Matěj;;Bach.Th.;Katedra;;;BT-2016-0056;;58;1;2016;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;;VOLNÁ;;;;;;;;;;
Steinerův Bod a jeho Fuzzy Zobecnění;Benedikt, Ondřej;;Bach.Th.;Katedra;;;BT-2016-0057;;64;1;2016;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;;VOLNÁ;;;;;;;;;;
Creation and Testing of Experimental Platform for Cognitive Load Experiments in Driving and Navigation;Marek, Ján;;Bach.Th.;Katedra;;;BT-2016-0058;;35;1;2016;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;;VOLNÁ;;;;;;;;;;
Estimátor Produkce Fotovolaických Elektrálen;Holeček, Jaroslav;;Bach.Th.;Katedra;;;BT-2016-0059;;40;1;2016;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;;VOLNÁ;;;;;;;;;;
Detekce Fůzních Neutronů;Pavlát, Adam;;Bach.Th.;Katedra;;;BT-2016-0060;;27;1;2016;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;;VOLNÁ;;;;;;;;;;
Solving Stochastic Games with Imperfect Information;Tomášek, Petr;;Bach.Th.;Katedra;;;BT-2016-0061;;34;1;2016;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;;VOLNÁ;;;;;;;;;;
Prototyp Logistiského Systému s Bezpilotními Letadly;Bouška, Michal;;Bach.Th.;Katedra;;;BT-2016-0062;;41;1;2016;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;;VOLNÁ;;;;;;;;;;
Model Města pro Simulátor Auta;Čajka, Vladimír;;Bach.Th.;Katedra;;;BT-2016-0063;;62;1;2016;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;;VOLNÁ;;;;;;;;;;
Algorithms for Minesweeper Game Grid Generation;Cicvárek, Jan;;Bach.Th.;Katedra;;;BT-2016-0064;;26;1;2016;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;;VOLNÁ;;;;;;;;;;
Model Aktivnej Kontúry s Klúčovími Bodmi pre Detekciu Hranice Objektu v Obraze;Dvořák, Filip;;Bach.Th.;Katedra;;;BT-2016-0065;;33;1;2016;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;;VOLNÁ;;;;;;;;;;
Posouzení Stability Letounu L410 se Zapojeným Autopilotem;Majer, Filip;;Bach.Th.;Katedra;;;BT-2017-0001;;25;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;01.06.2017;VOLNÁ;;;;;;;;;;
Image Captioning with Convolutional Neural Networks;Najman, Michael;;Bach.Th.;Katedra;;;BT-2017-0002;;47;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;01.06.2017;VOLNÁ;;;;;;;;;;
Implementace Encyklopedie (wikipedie) pro Zrakově Postižené Uživatele;Hrubý, Jaroslav;;Bach.Th.;Katedra;;;BT-2017-0003;;35;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;01.06.2017;VOLNÁ;;;;;;;;;;
Distributed Cohesive Control for Swarms of Mivro Aerial Vehicles;Charvát, Jan;;Bach.Th.;Katedra;;;BT-2017-0004;;45;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;01.06.2017;VOLNÁ;;;;;;;;;;
Integrated Route and Charging Planning for Eletric Vehicles;Fišer, Tomáš;;Bach.Th.;Katedra;;;BT-2017-0005;;51;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;01.06.2017;VOLNÁ;;;;;;;;;;
Model Města pro Simulátor Auta;Čajka, Vladimír;;Bach.Th.;Katedra;;;BT-2017-0006;;67;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;01.06.2017;VOLNÁ;;;;;;;;;;
Algoritmus Generující Operace ve Vícehodnotové Logice;Kozák, Jan;;Bach.Th.;Katedra;;;BT-2017-0007;;28;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;19.06.2017;VOLNÁ;;;;;;;;;;
Subjective Speech Intelligibility Testing Methodology Desing Inspired by ITU-T P.807 Deploying Parallel Load and Virtual Reality;Urbanovská, Michaela;;Bach.Th.;Katedra;;;BT-2017-0008;;37;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;19.06.2017;VOLNÁ;;;;;;;;;;
Scalable Representations on Natural Networks;Pavlíček, David;;Bach.Th.;Katedra;;;BT-2017-0009;;38;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;19.06.2017;VOLNÁ;;;;;;;;;;
Tracking, Learning and Detection Over a Large Range of Speeds;Rozumnyi, Denys;;Bach.Th.;Katedra;;;BT-2017-0010;;36;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;19.06.2017;VOLNÁ;;;;;;;;;;
Identification of Cycling Segments in Raw GPS Trajectories;Milec, David;;Bach.Th.;Katedra;;;BT-2017-0011;;39;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;19.06.2017;VOLNÁ;;;;;;;;;;
Virtual Bumper for Tracked Ground Robot from Depth Data;Zlámal, Vít;;Bach.Th.;Katedra;;;BT-2017-0012;;38;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;19.06.2017;VOLNÁ;;;;;;;;;;
Algiórithms for Minesweeper Game Grid Generation;Cicvárek, Jan;;Bach.Th.;Katedra;;;BT-2017-0013;;81;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;19.06.2017;VOLNÁ;;;;;;;;;;
Experimentální Prostředí pro Skupinovou Robotiku;Beránek, Matej;;Bach.Th.;Katedra;;;BT-2017-0014;;56;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;19.06.2017;VOLNÁ;;;;;;;;;;
Robustní Postupy Řízení Formací Robotů;Novotný, Martin;;Bach.Th.;Katedra;;;BT-2017-0015;;52;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;19.06.2017;VOLNÁ;;;;;;;;;;
Sledování Člověka Robotem;Brandštýl, František;;Bach.Th.;Katedra;;;BT-2017-0016;;56;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;19.06.2017;VOLNÁ;;;;;;;;;;
Vizuální Navigace Mobilních Robotů ve Formaci;Žákovec, Martin;;Bach.Th.;Katedra;;;BT-2017-0017;;72;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;19.06.2017;VOLNÁ;;;;;;;;;;
Detection and Localization of Texture-less Objects with Deep Neural Networks;Haluza, Pavel;;Bach.Th.;Katedra;;;BT-2017-0018;;37;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;19.06.2017;VOLNÁ;;;;;;;;;;
Automatizovaně Řízená Firma na Sledování Vozidel;Havlíček, Jakub;;Bach.Th.;Katedra;;;BT-2017-0019;;57;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;19.06.2017;VOLNÁ;;;;;;;;;;
Magnetic Oisition Sensor;Chirtsov, Andrey;;Bach.Th.;Katedra;;;BT-2017-0020;;55;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;19.06.2017;VOLNÁ;;;;;;;;;;
Advanced PLC Programing Methods;Hanák, Miroslav;;Bach.Th.;Katedra;;;BT-2017-0021;;43;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;19.06.2017;VOLNÁ;;;;;;;;;;
Modeling of Launch Vehicle During the Lift-Off Phase in Atmosphere;Lustig, Matyáš;;Bach.Th.;Katedra;;;BT-2017-0022;;47;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;20.06.2017;VOLNÁ;;;;;;;;;;
Open Source Instrumenation Platform for Measurement and Testing System;Šibrava, David;;Bach.Th.;Katedra;;;BT-2017-0023;;88;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;20.06.2017;VOLNÁ;;;;;;;;;;
Automatic Planning of Robot Motion;Woller, David;;Bach.Th.;Katedra;;;BT-2017-0024;;41;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;20.06.2017;VOLNÁ;;;;;;;;;;
Robotická Manipulace Objektem;Čermák, Jan;;Bach.Th.;Katedra;;;BT-2017-0025;;26;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;20.06.2017;VOLNÁ;;;;;;;;;;
Počítání Škůdců v Obraze;Dolejš, Jiří;;Bach.Th.;Katedra;;;BT-2017-0026;;35;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;20.06.2017;VOLNÁ;;;;;;;;;;
Radioactive Regions Detection;Charvát, Jan;;Bach.Th.;Katedra;;;BT-2017-0027;;62;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;20.06.2017;VOLNÁ;;;;;;;;;;
Celoživotní Určování Polohy Mobilního Robotu;Nováček, David;;Bach.Th.;Katedra;;;BT-2017-0028;;45;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;20.06.2017;VOLNÁ;;;;;;;;;;
Následování Člověka Mobilním Robotem;Zelenskyy, Mykhaylo;;Bach.Th.;Katedra;;;BT-2017-0029;;35;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;20.06.2017;VOLNÁ;;;;;;;;;;
Šachové Algoritmy Využívající Hluboké Neuronové Sítě;Hejl, Lukáš;;Bach.Th.;Katedra;;;BT-2017-0030;;41;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;20.06.2017;VOLNÁ;;;;;;;;;;
Event Detection from Text Data;Kala, Tomáš;;Bach.Th.;Katedra;;;BT-2017-0031;;61;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;20.06.2017;VOLNÁ;;;;;;;;;;
No-regret Learning in Generalized Normal-Form Games with Sequential Strategies;Šilhavý, Prokop;;Bach.Th.;Katedra;;;BT-2017-0032;;50;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;20.06.2017;VOLNÁ;;;;;;;;;;
Robust Focal Length Computation;Rybkin, Oleh;;Bach.Th.;Katedra;;;BT-2017-0033;;45;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;20.06.2017;VOLNÁ;;;;;;;;;;
Detection of HTTPS Malware Traffic;Střasák, František;;Bach.Th.;Katedra;;;BT-2017-0034;;41;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;20.06.2017;VOLNÁ;;;;;;;;;;
Graph-Based Analysis of Malware Network Behaviors;Šmolík, Daniel;;Bach.Th.;Katedra;;;BT-2017-0035;;25;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;20.06.2017;VOLNÁ;;;;;;;;;;
Identifying Malicious Hosts by Aggregation of Partial Detections;Lukáš, Ondřej;;Bach.Th.;Katedra;;;BT-2017-0036;;38;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;20.06.2017;VOLNÁ;;;;;;;;;;
Construction of Laser Plane Rangefinder (LPRF);Cmíral, Jakub;;Bach.Th.;Katedra;;;BT-2017-0037;;34;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;21.06.2017;VOLNÁ;;;;;;;;;;
Čtení Čárových Kódů Kamerou;Kiselev, Maksim;;Bach.Th.;Katedra;;;BT-2017-0038;;32;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;21.06.2017;VOLNÁ;;;;;;;;;;
Kalibrace Kamery pro Robotické Pracoviště;Lištvan, Jaroslav;;Bach.Th.;Katedra;;;BT-2017-0039;;14;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD (neobhájeno);21.06.2017;VOLNÁ;;;;;;;;;;
Automatický Vzduchový Hokej (Air Hockey);Kopecký, David;;Bach.Th.;Katedra;;;BT-2017-0040;;44;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;21.06.2017;VOLNÁ;;;;;;;;;;
Predictive Control and Stabilization of a Formation of Quadrotors Filming in Dark Conditions;Krátký, Vít;;Bach.Th.;Katedra;;;BT-2017-0041;;61;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;21.06.2017;VOLNÁ;;;;;;;;;;
Decentralized Localization of Active RFID Transmitters by a Group of Unmanned Aerial Vehicles;Pogran, Jakub;;Bach.Th.;Katedra;;;BT-2017-0042;;52;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;21.06.2017;VOLNÁ;;;;;;;;;;
Decentralized Model of a Swarm Behavior Boids in ROS;Petráček, Pavel;;Bach.Th.;Katedra;;;BT-2017-0043;;65;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;21.06.2017;VOLNÁ;;;;;;;;;;
Localization of Unmanned Aerial Vehicles Using an Optical Flow in Camera Images;Novák, Tomáš;;Bach.Th.;Katedra;;;BT-2017-0044;;63;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;21.06.2017;VOLNÁ;;;;;;;;;;
Localization of a Radiation Source by a Formation of Unmanned Aerial Vehicles;Štibinger, Pate;;Bach.Th.;Katedra;;;BT-2017-0045;;50;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;21.06.2017;VOLNÁ;;;;;;;;;;
Learning Relevant Reasoning Patterns with Neuro-Legic Programming;Studený, Jan;;Bach.Th.;Katedra;;;BT-2017-0046;;53;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;21.06.2017;VOLNÁ;;;;;;;;;;
Named Entity Recognition Using Recurrent Neural Networks;Nguyen, Hoang Long;;Bach.Th.;Katedra;;;BT-2017-0047;;43;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;21.06.2017;VOLNÁ;;;;;;;;;;
Peer-to-Peer Zálohovací Systém Založený na BitTorrent Protokolu;Mansurov, Maxat;;Bach.Th.;Katedra;;;BT-2017-0048;;46;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;21.06.2017;VOLNÁ;;;;;;;;;;
Návrh a Tvorba Nástroje pro Hodnocení Kvality Procesních Modelů;Zídek, Jan;;Bach.Th.;Katedra;;;BT-2017-0049;;77;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;21.06.2017;VOLNÁ;;;;;;;;;;
Klíčování na Barevné Pozadí Pomocí GPU;Galajda, Roman;;Bach.Th.;Katedra;;;BT-2017-0050;;29;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;21.06.2017;VOLNÁ;;;;;;;;;;
Rozšiřování Knihovny pro Grafové Algoritmy;Rezková, Karolína;;Bach.Th.;Katedra;;;BT-2017-0051;;40;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;21.06.2017;VOLNÁ;;;;;;;;;;
Intention Estimation of Traffic Participants Using Bayesian Network;Vobecký, Antonín;;Bach.Th.;Katedra;;;BT-2017-0052;;66;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;22.06.2017;VOLNÁ;;;;;;;;;;
Rijke's Tube - An Experimental Platform for Modeling and Control in Thermoacoustics;Černý, Lukáš;;Bach.Th.;Katedra;;;BT-2017-0053;;27;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;22.06.2017;VOLNÁ;;;;;;;;;;
Návrh a Vývoj Metod Hodnocení Pohybové Aktivity;Hourová, Michaela;;Bach.Th.;Katedra;;;BT-2017-0054;;55;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;22.06.2017;VOLNÁ;;;;;;;;;;
Návrh a Realizace Řídící Jednotky ECU-Front;Stoudek, Pavel;;Bach.Th.;Katedra;;;BT-2017-0055;;34;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;22.06.2017;VOLNÁ;;;;;;;;;;
Využití Robota LEGO Mindstorms - Návrh Speciálních Úloh;Stračinský, Michal;;Bach.Th.;Katedra;;;BT-2017-0056;;27;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;22.06.2017;VOLNÁ;;;;;;;;;;
Modelování Magnetického Pole Snímače Otáček Metodou Konečných Prvků;Janota, Marek;;Bach.Th.;Katedra;;;BT-2017-0057;;28;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;22.06.2017;VOLNÁ;;;;;;;;;;
Automatický Vzlat a Přistání Robotické Helikoptéry;Kuglerová, Kateřina;;Bach.Th.;Katedra;;;BT-2017-0058;;47;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;22.06.2017;VOLNÁ;;;;;;;;;;
Mapování Terénu Pozemním Robotem;Koktan, Jiří;;Bach.Th.;Katedra;;;BT-2017-0059;;38;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;22.06.2017;VOLNÁ;;;;;;;;;;
SLAM Mapování Vnitřního Prostoru 3D Kamerou;Nejedlý, Jakub;;Bach.Th.;Katedra;;;BT-2017-0060;;52;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;22.06.2017;VOLNÁ;;;;;;;;;;
Model Aktivnej Kontúry s Klúčovými Bodmi pre Detekciu Hranice Objektu v Obraze;Dvořák, Filip;;Bach.Th.;Katedra;;;BT-2017-0061;;66;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;06.09.2017;VOLNÁ;;;;;;;;;;
Intelligent Bed;Larionov, Vladyslav;;Bach.Th.;Katedra;;;BT-2017-0062;;50;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;06.09.2017;VOLNÁ;;;;;;;;;;
Manuscript Classification Using Convolutional Deep Lerning Networks;Kožnarová, Zuzana;;Bach.Th.;Katedra;;;BT-2017-0063;;50;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;06.09.2017;VOLNÁ;;;;;;;;;;
Appication of Game Theoretic Algorithms to Gomoku;Muzika, Martin;;Bach.Th.;Katedra;;;BT-2017-0064;;33;1;2017;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;06.09.2017;VOLNÁ;;;;;;;;;;
Kalibrace Kamery pro Robotické Pracoviště;Lištvan, Jaroslav;;Bach.Th.;Katedra;;;BT-2018-0001;;27;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;08.02.2018;VOLNÁ;;;;;;;;;;
Věková Závislost Akustických Charakteristik Řeči v Opakovaných Slabikách;Lukášová, Tereza;;Bach.Th.;Katedra;;;BT-2018-0002;;50;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;08.02.2018;VOLNÁ;;;;;;;;;;
Robotic Manipulation Onboard an Unmanned Aerial Vehicle;Horyna, Jiří;;Bach.Th.;Katedra;;;BT-2018-0003;;48;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Conflict Detection and Resolution Among UAS and Manned Aircraft;Čikelová, Jana;;Bach.Th.;Katedra;;;BT-2018-0004;;39;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Critical Infrastructure Protection Agains Attacks Using Drones;Kúdelka, Jan;;Bach.Th.;Katedra;;;BT-2018-0005;;39;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Plánování a Optimalizace Odečtových Tras s Využitím Geografických Informací;Stěhule, Dušan;;Bach.Th.;Katedra;;;BT-2018-0006;;32;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD Neobhájeno;16.11.2018;VOLNÁ;;;;;;;;;;
Cooperative Filming of a Moving Group Object by a Group of Unmanned Helicopters;Velecký, Tomáš;;Bach.Th.;Katedra;;;BT-2018-0007;;60;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Bezkolizní Řízení pro Robotickou Helikoptéru;Bahník, Michal;;Bach.Th.;Katedra;;;BT-2018-0008;;34;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Controlling a Heating System Using Deep Reinforcement Learning;Paleček, Tomáš;;Bach.Th.;Katedra;;;BT-2018-0009;;53;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Měřící Systém se Vzdáleným Přístupem;Holčák, Jan;;Bach.Th.;Katedra;;;BT-2018-0010;;71;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Experimental Analysis of Critical Path Heuristics;Šírek, Evžen;;Bach.Th.;Katedra;;;BT-2018-0011;;36;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Odhad Rychlosti na Segmentech Silniční Sítě;Koryťák, Martin;;Bach.Th.;Katedra;;;BT-2018-0012;;57;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Distributed Algorithms for Decision Forest Training in the Network Traffic Classification Task;Starosta, Radek;;Bach.Th.;Katedra;;;BT-2018-0013;;46;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Graph Database Fundamental Services;Roun, Tomáš;;Bach.Th.;Katedra;;;BT-2018-0014;;60;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Face Interpretation Problems on Low Quality Images;Šubrtová, Adéla;;Bach.Th.;Katedra;;;BT-2018-0015;;39;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Fraud Detection in Unlabeled Payment Card Transaction;Vonášek, Josef;;Bach.Th.;Katedra;;;BT-2018-0016;;47;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Behavior Model of Flight Based on Visual Flight Rules;Tóth, Jan;;Bach.Th.;Katedra;;;BT-2018-0017;;53;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Intermodal Trip Planning Using the Metaplanning Approach;Preněk, Ondřej;;Bach.Th.;Katedra;;;BT-2018-0018;;37;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Incident Detection on SIEM Events;Poliak, Petr;;Bach.Th.;Katedra;;;BT-2018-0019;;55;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Inference on a Graph Representing a Computer Network;Mandlík, Šimon;;Bach.Th.;Katedra;;;BT-2018-0020;;63;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Application of Simplex Algorithm for Submoduler Discrete Energy Minimalization with Binary Variables;Tiuzhina, Ekaterina;;Bach.Th.;Katedra;;;BT-2018-0021;;34;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Využití Robota LEGO Mindstorms EV3 - Návrh Robota Hrajícího na Piáno pro Propagaci FEL;Němec, Martin;;Bach.Th.;Katedra;;;BT-2018-0022;;29;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Usage of the LEGO Mindstorms VE3 Robot - Desing and Realization of the Ball-Riding Robot for the Promotion of the Faculty;Malý, Jakub;;Bach.Th.;Katedra;;;BT-2018-0023;;89;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Online Calibration of Cameras on Cars;Tulin, Leonid;;Bach.Th.;Katedra;;;BT-2018-0024;;33;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Using Symmetriec in Solving Minimal Problems in Computer Vision;Korotynski, Viktor;;Bach.Th.;Katedra;;;BT-2018-0025;;63;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Implementation of a Computer Vision Algorithm for Onboard Detection of Unmanned Aircraft;Bauer, Likáš;;Bach.Th.;Katedra;;;BT-2018-0026;;41;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Měření a Řízení MFC Aktuátorů;Pilař, Tadeáš;;Bach.Th.;Katedra;;;BT-2018-0027;;35;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Simulation of Realistic Local 3D Maps from Geometric Model;Hollmannová, Dita;;Bach.Th.;Katedra;;;BT-2018-0028;;51;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Schizophrenia Relapse Detection in the ITAREPS Clinical Programe;Božovič, Predrag;;Bach.Th.;Katedra;;;BT-2018-0029;;37;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Interactive Erosion - Intuitive User Interface for Construction and Simulation of Virtual Terrains;Hrusa, David;;Bach.Th.;Katedra;;;BT-2018-0030;;41;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Use of Data Smart Hospital Bed;Panušková, Charlotte;;Bach.Th.;Katedra;;;BT-2018-0031;;36;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Deep Learning for Pattern Recognition of Brain Image Data;Tishin, Nikita;;Bach.Th.;Katedra;;;BT-2018-0032;;53;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Simulator of Unicellular Microorganism;Senčuk, Kristian;;Bach.Th.;Katedra;;;BT-2018-0033;;48;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Čištění Obuvy Robotem - Využití Silově Poddajného Robota na Čištění Obuvy;Číhala, Valentýn;;Bach.Th.;Katedra;;;BT-2018-0034;;74;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Artefact Detection in Multichannel Sleep PSG;Kudryakova, Maria;;Bach.Th.;Katedra;;;BT-2018-0035;;35;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Sources of Transmission Localization by a Formation of Helicopters Equipped by a Rotating Directorial Antenna;Pritzl, Václav;;Bach.Th.;Katedra;;;BT-2018-0036;;55;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Obsluha rozhraní VGA a PS/2 pomocí FPGA na Přípravku Spartan3E v Jazyce VHDL;Hodný, Jiří;;Bach.Th.;Katedra;;;BT-2018-0037;;45;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Klasifikace Typu Fokální Kortikální Dysplazie i Invazivního EEG;Ebel, Matyáš;;Bach.Th.;Katedra;;;BT-2018-0038;;32;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
