Nazev;Autor;Spoluautori;DruhPublikace;Deponovano;SystemoveCislo;EvidencniCisloFEL;EvidencniCisloOddeleni;CarovyKod;PocetStran;Vydani;RokVydani;Vydavatel;ZemeVydani;ISBNorISSN;CisloCasopisu;RocnikCasopisu;Konference;Cena;KlicovaSlova;Poznamka;Vlozeno;ZapujcenoKomu;ZapujcenoOd;ZapujcenoDo;FormType;IntStatus;Extra3;Extra4;Extra5;StsCheck;StsUK;
Deep Brain Recording in Parkinson's Disease: Processing, Analysis and Fusion with Anatomical Models;Bakštein, Eduard;;Doc.Th.;Katedra;;;DocT-2016-0005;;129;1;2016;ČVUT Praha - FEL;ČR;;;;;;;;01.06.2017;KNE218;;;;;;;;;;
Hierarchical Propabilistic Model of Language Acquistion;Štěpánová, Karla;;Doc.Th.;Katedra;;;DocT-2016-0006;;153;1;2016;ČVUT Praha - FEL;ČR;;;;;;;;23.06.2017;KNE218;;;;;;;;;;
Graph and Point Cloud Matching for Image Registration;Pinheiro, Miguel Amável;;Doc.Th.;Katedra;;;DocT-2016-0007;;128;1;2016;ČVUT Praha - FEL;ČR;;;;;;;;31.07.2017;KNE218;;;;;;;;;;
Place Recognition by Per-Location Classifiers;Gronát, Petr;;Doc.Th.;Katedra;;;DocT-2016-0008;;89;1;2016;ČVUT Praha - FEL;ČR;;;;;;;;06.11.2017;KNE218;;;;;;;;;;
Analysis of Microscopy Images;Borovec, Jiří;;Doc.Th.;Katedra;;;DocT-2017-0001;;106;1;2017;ČVUT Praha - FEL;ČR;;;;;;;;04.06.2020;VOLNÁ;;;;;;;;;;
Scene Text Lacalization and Recognition in Image and Videos;Neumann, Lukáš;;Doc.Th.;Katedra;;;DocT-2017-0002;;93;1;2017;ČVUT Praha - FEL;ČR;;;;;;;;04.06.2020;VOLNÁ;;;;;;;;;;
Coupled Learning and Planning for Active 3D Mapping;Petříček, Tomáš;;Doc.Th.;Katedra;;;DocT-2017-0003;;85;1;2017;ČVUT Praha - FEL;ČR;;;;;;;;04.06.2020;VOLNÁ;;;;;;;;;;
Semantic Integration in the Context of Cyber-Physical Systems;Jirkovský, Václav;;Doc.Th.;Katedra;;;DocT-2017-0004;;146;1;2017;ČVUT Praha - FEL;ČR;;;;;;;;04.06.2020;VOLNÁ;;;;;;;;;;
Dynamic Reconfiguration of Intrusion Detection System;Stiborek, Jan;;Doc.Th.;Katedra;;;DocT-2017-0005;;121;1;2017;ČVUT Praha - FEL;ČR;;;;;;;;04.06.2020;VOLNÁ;;;;;;;;;;
Graph-Based Detection of Malicious Network Communication;Jusko, Jan;;Doc.Th.;Katedra;;;DocT-2017-0006;;113;1;2017;ČVUT Praha - FEL;ČR;;;;;;;;04.06.2020;VOLNÁ;;;;;;;;;;
Multi-View Facial Landmark Detection;Uřičář, Michal;;Doc.Th.;Katedra;;;DocT-2017-0007;;109;1;2017;ČVUT Praha - FEL;ČR;;;;;;;;04.06.2020;VOLNÁ;;;;;;;;;;
Supporting Exploratory Testing by Automated Navigation Using the Model of System Under Test;Frajtág, Karel;;Doc.Th.;Katedra;;;DocT-2017-0008;;116;1;2017;ČVUT Praha - FEL;ČR;;;;;;;;04.06.2020;VOLNÁ;;;;;;;;;;
Short-Term Object Tracking in Real-Time;Vojíř, Tomáš;;Doc.Th.;Katedra;;;DocT-2017-0009;;120;1;2017;ČVUT Praha - FEL;ČR;;;;;;;;04.06.2020;VOLNÁ;;;;;;;;;;
Lock-Chart Solving;Černoch, Radomír;;Doc.Th.;Katedra;;;DocT-2017-0010;;114;1;2017;ČVUT Praha - FEL;ČR;;;;;;;;04.06.2020;VOLNÁ;;;;;;;;;;
Blood Vessel Segmentation in the Analysis of Retina and Diaphragm Images;Vostatek, Pavel;;Doc.Th.;Katedra;;;DocT-2017-0011;;118;1;2017;ČVUT Praha - FEL;ČR;;;;;;;;04.06.2020;VOLNÁ;;;;;;;;;;
Identification of Potentially Reisable Subroutines in Suboptimally Structured Automated Test Scripts;Filipsky, Martin;;Doc.Th.;Katedra;;;DocT-2018-0001;;127;1;2018;ČVUT Praha - FEL;ČR;;;;;;;;04.06.2020;VOLNÁ;;;;;;;;;;
Propabilistic Models for Joint Segmentation, Detection and Tracking;Sixta, Tomáš;;Doc.Th.;Katedra;;;DocT-2018-0002;;108;1;2018;ČVUT Praha - FEL;ČR;;;;;;;;04.06.2020;VOLNÁ;;;;;;;;;;
Game Theoretic Approach to Security Configuration Problems;Durkota, Karel;;Doc.Th.;Katedra;;;DocT-2018-0003;;122;1;2018;ČVUT Praha - FEL;ČR;;;;;;;;04.06.2020;VOLNÁ;;;;;;;;;;
3D Reconstruction with Time Variant Geometry;Albl, Čeněk;;Doc.Th.;Katedra;;;DocT-2018-0004;;124;1;2018;ČVUT Praha - FEL;ČR;;;;;;;;04.06.2020;VOLNÁ;;;;;;;;;;
Bounding Volume Hierarchies for High-Performance Ray Tracking;Meister, Daniel;;Doc.Th.;Katedra;;;DocT-2018-0005;;96;1;2018;ČVUT Praha - FEL;ČR;;;;;;;;04.06.2020;VOLNÁ;;;;;;;;;;
Optimisation of Hydrological Models Using Adaptive Heuristic Search Algorithms;Chlumecký, Martin;;Doc.Th.;Katedra;;;DocT-2018-0006;;124;1;2018;ČVUT Praha - FEL;ČR;;;;;;;;04.06.2020;VOLNÁ;;;;;;;;;;
Improving Perception and Locomotion Capabilities of Mobile Robots in Urban Search and Rescue Missions;Kubelka, Vladimír;;Doc.Th.;Katedra;;;DocT-2018-0007;;74;1;2018;ČVUT Praha - FEL;ČR;;;;;;;;04.06.2020;VOLNÁ;;;;;;;;;;
Solving Extensive-Form Games Using Imperfect Recall Abstraction;Čermák, Jiří;;Doc.Th.;Katedra;;;DocT-2018-0008;;124;1;2018;ČVUT Praha - FEL;ČR;;;;;;;;04.06.2020;VOLNÁ;;;;;;;;;;
Physics-Based Models for Robotic Soft Material Manipulation;Petrík, Vladimír;;Doc.Th.;Katedra;;;DocT-2018-0009;;112;1;2018;ČVUT Praha - FEL;ČR;;;;;;;;04.06.2020;VOLNÁ;;;;;;;;;;
Surface EMG Signal Decomposition into Individual Action Petentials and its Use for Control;Pošusta, Antonín;;Doc.Th.;Katedra;;;DocT-2018-0010;;114;1;2018;ČVUT Praha - FEL;ČR;;;;;;;;04.06.2020;VOLNÁ;;;;;;;;;;
Mixed-Reality and High-Fidelity Simulation in Autonomous Unmanned Aerial Systems;Selecký, Maertin;;Doc.Th.;Katedra;;;DocT-2018-0011;;155;1;2018;ČVUT Praha - FEL;ČR;;;;;;;;04.06.2020;VOLNÁ;;;;;;;;;;
Visual Retrieval with Compact Image Representation;Radenovič, Filip;;Doc.Th.;Katedra;;;DocT-2019-0001;;132;1;2019;ČVUT Praha - FEL;ČR;;;;;;;;04.06.2020;VOLNÁ;;;;;;;;;;
Automatic Sleep EEG Pattern Detection;Saifutdinova, Elizaveta;;Doc.Th.;Katedra;;;DocT-2019-0002;;100;1;2019;ČVUT Praha - FEL;ČR;;;;;;;;04.06.2020;VOLNÁ;;;;;;;;;;
Model of Circulatory, Blood Gases Transport and Acid-Base for Medical Simulators and Intensive Care Clinic Aid System;Ježek, Filip;;Doc.Th.;Katedra;;;DocT-2019-0003;;62;1;2019;ČVUT Praha - FEL;ČR;;;;;;;;04.06.2020;VOLNÁ;;;;;;;;;;
